pruid,prname,date,numtotal_all_distributed,numtotal_pfizerbiontech_distributed,numtotal_pfizerbiontech_5_11_distributed,numtotal_moderna_distributed,numtotal_astrazeneca_distributed,numtotal_janssen_distributed,numtotal_novavax_distributed,as_of_date,updated,numdelta_all_distributed,numdelta_pfizerbiontech_distributed,numdelta_pfizerbiontech_5_11_distributed,numdelta_moderna_distributed,numdelta_astrazeneca_distributed,numdelta_janssen_distributed,numdelta_novavax_distributed
10,Newfoundland and Labrador,2022-03-17,1483384,818610,68000,555224,41300,250,0,2022-03-17,1,,,,,,,
11,Prince Edward Island,2022-03-17,424575,273495,24000,116380,10200,500,0,2022-03-17,1,,,,,,,
61,Northwest Territories,2022-03-17,113510,14040,8000,91470,0,0,0,2022-03-17,1,,,,,,,
62,Nunavut,2022-03-17,102230,17550,14000,70680,0,0,0,2022-03-17,1,,,,,,,
24,Quebec,2022-03-17,22682919,13916433,1304000,6720276,742110,100,0,2022-03-17,1,,,,,,,
60,Yukon,2022-03-17,100880,8190,5000,87470,20,200,0,2022-03-17,1,,,,,,,
90,Federal allocation,2022-03-17,266740,14802,3130,248348,460,0,0,2022-03-17,1,1170,1170,,,,,
1,Canada,2022-03-18,96054868,59214888,4875130,28858840,3061610,44400,0,2022-03-17,0,,,,,,,
35,Ontario,2022-03-18,36377291,22264641,1614000,11320350,1168300,10000,0,2022-03-17,0,,,,,,,
59,British Columbia,2022-03-18,12303950,7532910,381800,3920040,456800,12400,0,2022-03-17,0,,,,,,,
48,Alberta,2022-03-18,10856429,7056075,788000,2683654,318700,10000,0,2022-03-17,0,,,,,,,
47,Saskatchewan,2022-03-18,2998505,2037915,185000,662190,108400,5000,0,2022-03-17,0,,,,,,,
12,Nova Scotia,2022-03-18,2458152,1577592,116200,701500,60860,2000,0,2022-03-17,0,,,,,,,
46,Manitoba,2022-03-18,3736858,2354340,252000,1034308,92960,3250,0,2022-03-17,0,,,,,,,
13,New Brunswick,2022-03-18,2149445,1328295,112000,646950,61500,700,0,2022-03-17,0,,,,,,,
10,Newfoundland and Labrador,2022-03-18,1483384,818610,68000,555224,41300,250,0,2022-03-17,0,,,,,,,
11,Prince Edward Island,2022-03-18,424575,273495,24000,116380,10200,500,0,2022-03-17,0,,,,,,,
61,Northwest Territories,2022-03-18,113510,14040,8000,91470,0,0,0,2022-03-17,0,,,,,,,
62,Nunavut,2022-03-18,102230,17550,14000,70680,0,0,0,2022-03-17,0,,,,,,,
24,Quebec,2022-03-18,22682919,13916433,1304000,6720276,742110,100,0,2022-03-17,0,,,,,,,
60,Yukon,2022-03-18,100880,8190,5000,87470,20,200,0,2022-03-17,0,,,,,,,
90,Federal allocation,2022-03-18,266740,14802,3130,248348,460,0,0,2022-03-17,0,,,,,,,
1,Canada,2022-03-19,96054868,59214888,4875130,28858840,3061610,44400,0,2022-03-17,0,,,,,,,
35,Ontario,2022-03-19,36377291,22264641,1614000,11320350,1168300,10000,0,2022-03-17,0,,,,,,,
59,British Columbia,2022-03-19,12303950,7532910,381800,3920040,456800,12400,0,2022-03-17,0,,,,,,,
48,Alberta,2022-03-19,10856429,7056075,788000,2683654,318700,10000,0,2022-03-17,0,,,,,,,
47,Saskatchewan,2022-03-19,2998505,2037915,185000,662190,108400,5000,0,2022-03-17,0,,,,,,,
12,Nova Scotia,2022-03-19,2458152,1577592,116200,701500,60860,2000,0,2022-03-17,0,,,,,,,
46,Manitoba,2022-03-19,3736858,2354340,252000,1034308,92960,3250,0,2022-03-17,0,,,,,,,
13,New Brunswick,2022-03-19,2149445,1328295,112000,646950,61500,700,0,2022-03-17,0,,,,,,,
10,Newfoundland and Labrador,2022-03-19,1483384,818610,68000,555224,41300,250,0,2022-03-17,0,,,,,,,
11,Prince Edward Island,2022-03-19,424575,273495,24000,116380,10200,500,0,2022-03-17,0,,,,,,,
61,Northwest Territories,2022-03-19,113510,14040,8000,91470,0,0,0,2022-03-17,0,,,,,,,
62,Nunavut,2022-03-19,102230,17550,14000,70680,0,0,0,2022-03-17,0,,,,,,,
24,Quebec,2022-03-19,22682919,13916433,1304000,6720276,742110,100,0,2022-03-17,0,,,,,,,
60,Yukon,2022-03-19,100880,8190,5000,87470,20,200,0,2022-03-17,0,,,,,,,
90,Federal allocation,2022-03-19,266740,14802,3130,248348,460,0,0,2022-03-17,0,,,,,,,
1,Canada,2022-03-20,96054868,59214888,4875130,28858840,3061610,44400,0,2022-03-17,0,,,,,,,
35,Ontario,2022-03-20,36377291,22264641,1614000,11320350,1168300,10000,0,2022-03-17,0,,,,,,,
59,British Columbia,2022-03-20,12303950,7532910,381800,3920040,456800,12400,0,2022-03-17,0,,,,,,,
48,Alberta,2022-03-20,10856429,7056075,788000,2683654,318700,10000,0,2022-03-17,0,,,,,,,
47,Saskatchewan,2022-03-20,2998505,2037915,185000,662190,108400,5000,0,2022-03-17,0,,,,,,,
12,Nova Scotia,2022-03-20,2458152,1577592,116200,701500,60860,2000,0,2022-03-17,0,,,,,,,
46,Manitoba,2022-03-20,3736858,2354340,252000,1034308,92960,3250,0,2022-03-17,0,,,,,,,
13,New Brunswick,2022-03-20,2149445,1328295,112000,646950,61500,700,0,2022-03-17,0,,,,,,,
10,Newfoundland and Labrador,2022-03-20,1483384,818610,68000,555224,41300,250,0,2022-03-17,0,,,,,,,
11,Prince Edward Island,2022-03-20,424575,273495,24000,116380,10200,500,0,2022-03-17,0,,,,,,,
61,Northwest Territories,2022-03-20,113510,14040,8000,91470,0,0,0,2022-03-17,0,,,,,,,
62,Nunavut,2022-03-20,102230,17550,14000,70680,0,0,0,2022-03-17,0,,,,,,,
24,Quebec,2022-03-20,22682919,13916433,1304000,6720276,742110,100,0,2022-03-17,0,,,,,,,
60,Yukon,2022-03-20,100880,8190,5000,87470,20,200,0,2022-03-17,0,,,,,,,
90,Federal allocation,2022-03-20,266740,14802,3130,248348,460,0,0,2022-03-17,0,,,,,,,
1,Canada,2022-03-21,96054868,59214888,4875130,28858840,3061610,44400,0,2022-03-17,0,,,,,,,
35,Ontario,2022-03-21,36377291,22264641,1614000,11320350,1168300,10000,0,2022-03-17,0,,,,,,,
59,British Columbia,2022-03-21,12303950,7532910,381800,3920040,456800,12400,0,2022-03-17,0,,,,,,,
48,Alberta,2022-03-21,10856429,7056075,788000,2683654,318700,10000,0,2022-03-17,0,,,,,,,
47,Saskatchewan,2022-03-21,2998505,2037915,185000,662190,108400,5000,0,2022-03-17,0,,,,,,,
12,Nova Scotia,2022-03-21,2458152,1577592,116200,701500,60860,2000,0,2022-03-17,0,,,,,,,
46,Manitoba,2022-03-21,3736858,2354340,252000,1034308,92960,3250,0,2022-03-17,0,,,,,,,
13,New Brunswick,2022-03-21,2149445,1328295,112000,646950,61500,700,0,2022-03-17,0,,,,,,,
10,Newfoundland and Labrador,2022-03-21,1483384,818610,68000,555224,41300,250,0,2022-03-17,0,,,,,,,
11,Prince Edward Island,2022-03-21,424575,273495,24000,116380,10200,500,0,2022-03-17,0,,,,,,,
61,Northwest Territories,2022-03-21,113510,14040,8000,91470,0,0,0,2022-03-17,0,,,,,,,
62,Nunavut,2022-03-21,102230,17550,14000,70680,0,0,0,2022-03-17,0,,,,,,,
24,Quebec,2022-03-21,22682919,13916433,1304000,6720276,742110,100,0,2022-03-17,0,,,,,,,
60,Yukon,2022-03-21,100880,8190,5000,87470,20,200,0,2022-03-17,0,,,,,,,
90,Federal allocation,2022-03-21,266740,14802,3130,248348,460,0,0,2022-03-17,0,,,,,,,
1,Canada,2022-03-22,96054868,59214888,4875130,28858840,3061610,44400,0,2022-03-17,0,,,,,,,
35,Ontario,2022-03-22,36377291,22264641,1614000,11320350,1168300,10000,0,2022-03-17,0,,,,,,,
59,British Columbia,2022-03-22,12303950,7532910,381800,3920040,456800,12400,0,2022-03-17,0,,,,,,,
48,Alberta,2022-03-22,10856429,7056075,788000,2683654,318700,10000,0,2022-03-17,0,,,,,,,
47,Saskatchewan,2022-03-22,2998505,2037915,185000,662190,108400,5000,0,2022-03-17,0,,,,,,,
12,Nova Scotia,2022-03-22,2458152,1577592,116200,701500,60860,2000,0,2022-03-17,0,,,,,,,
46,Manitoba,2022-03-22,3736858,2354340,252000,1034308,92960,3250,0,2022-03-17,0,,,,,,,
13,New Brunswick,2022-03-22,2149445,1328295,112000,646950,61500,700,0,2022-03-17,0,,,,,,,
10,Newfoundland and Labrador,2022-03-22,1483384,818610,68000,555224,41300,250,0,2022-03-17,0,,,,,,,
11,Prince Edward Island,2022-03-22,424575,273495,24000,116380,10200,500,0,2022-03-17,0,,,,,,,
61,Northwest Territories,2022-03-22,113510,14040,8000,91470,0,0,0,2022-03-17,0,,,,,,,
62,Nunavut,2022-03-22,102230,17550,14000,70680,0,0,0,2022-03-17,0,,,,,,,
24,Quebec,2022-03-22,22682919,13916433,1304000,6720276,742110,100,0,2022-03-17,0,,,,,,,
60,Yukon,2022-03-22,100880,8190,5000,87470,20,200,0,2022-03-17,0,,,,,,,
90,Federal allocation,2022-03-22,266740,14802,3130,248348,460,0,0,2022-03-17,0,,,,,,,
1,Canada,2022-03-23,96054868,59214888,4875130,28858840,3061610,44400,0,2022-03-17,0,,,,,,,
35,Ontario,2022-03-23,36377291,22264641,1614000,11320350,1168300,10000,0,2022-03-17,0,,,,,,,
59,British Columbia,2022-03-23,12303950,7532910,381800,3920040,456800,12400,0,2022-03-17,0,,,,,,,
48,Alberta,2022-03-23,10856429,7056075,788000,2683654,318700,10000,0,2022-03-17,0,,,,,,,
47,Saskatchewan,2022-03-23,2998505,2037915,185000,662190,108400,5000,0,2022-03-17,0,,,,,,,
12,Nova Scotia,2022-03-23,2458152,1577592,116200,701500,60860,2000,0,2022-03-17,0,,,,,,,
46,Manitoba,2022-03-23,3736858,2354340,252000,1034308,92960,3250,0,2022-03-17,0,,,,,,,
13,New Brunswick,2022-03-23,2149445,1328295,112000,646950,61500,700,0,2022-03-17,0,,,,,,,
10,Newfoundland and Labrador,2022-03-23,1483384,818610,68000,555224,41300,250,0,2022-03-17,0,,,,,,,
11,Prince Edward Island,2022-03-23,424575,273495,24000,116380,10200,500,0,2022-03-17,0,,,,,,,
61,Northwest Territories,2022-03-23,113510,14040,8000,91470,0,0,0,2022-03-17,0,,,,,,,
62,Nunavut,2022-03-23,102230,17550,14000,70680,0,0,0,2022-03-17,0,,,,,,,
24,Quebec,2022-03-23,22682919,13916433,1304000,6720276,742110,100,0,2022-03-17,0,,,,,,,
60,Yukon,2022-03-23,100880,8190,5000,87470,20,200,0,2022-03-17,0,,,,,,,
90,Federal allocation,2022-03-23,266740,14802,3130,248348,460,0,0,2022-03-17,0,,,,,,,
1,Canada,2022-03-24,96057874,59214894,4875530,28861140,3061910,44400,0,2022-03-24,1,3006,6,400,2300,300,,
35,Ontario,2022-03-24,36377291,22264641,1614000,11320350,1168300,10000,0,2022-03-24,1,,,,,,,
59,British Columbia,2022-03-24,12303950,7532910,381800,3920040,456800,12400,0,2022-03-24,1,,,,,,,
48,Alberta,2022-03-24,10856429,7056075,788000,2683654,318700,10000,0,2022-03-24,1,,,,,,,
47,Saskatchewan,2022-03-24,2998705,2037915,185000,662190,108600,5000,0,2022-03-24,1,200,,,,200,,
12,Nova Scotia,2022-03-24,2458252,1577592,116200,701500,60960,2000,0,2022-03-24,1,100,,,,100,,
46,Manitoba,2022-03-24,3736858,2354340,252000,1034308,92960,3250,0,2022-03-24,1,,,,,,,
13,New Brunswick,2022-03-24,2151445,1328295,112000,648950,61500,700,0,2022-03-24,1,2000,,,2000,,,
10,Newfoundland and Labrador,2022-03-24,1483384,818610,68000,555224,41300,250,0,2022-03-24,1,,,,,,,
11,Prince Edward Island,2022-03-24,424575,273495,24000,116380,10200,500,0,2022-03-24,1,,,,,,,
61,Northwest Territories,2022-03-24,113510,14040,8000,91470,0,0,0,2022-03-24,1,,,,,,,
62,Nunavut,2022-03-24,102930,17550,14400,70980,0,0,0,2022-03-24,1,700,,400,300,,,
24,Quebec,2022-03-24,22682919,13916433,1304000,6720276,742110,100,0,2022-03-24,1,,,,,,,
60,Yukon,2022-03-24,100880,8190,5000,87470,20,200,0,2022-03-24,1,,,,,,,
90,Federal allocation,2022-03-24,266746,14808,3130,248348,460,0,0,2022-03-24,1,6,6,,,,,
1,Canada,2022-03-25,96057874,59214894,4875530,28861140,3061910,44400,0,2022-03-24,0,,,,,,,
35,Ontario,2022-03-25,36377291,22264641,1614000,11320350,1168300,10000,0,2022-03-24,0,,,,,,,
59,British Columbia,2022-03-25,12303950,7532910,381800,3920040,456800,12400,0,2022-03-24,0,,,,,,,
48,Alberta,2022-03-25,10856429,7056075,788000,2683654,318700,10000,0,2022-03-24,0,,,,,,,
47,Saskatchewan,2022-03-25,2998705,2037915,185000,662190,108600,5000,0,2022-03-24,0,,,,,,,
12,Nova Scotia,2022-03-25,2458252,1577592,116200,701500,60960,2000,0,2022-03-24,0,,,,,,,
46,Manitoba,2022-03-25,3736858,2354340,252000,1034308,92960,3250,0,2022-03-24,0,,,,,,,
13,New Brunswick,2022-03-25,2151445,1328295,112000,648950,61500,700,0,2022-03-24,0,,,,,,,
10,Newfoundland and Labrador,2022-03-25,1483384,818610,68000,555224,41300,250,0,2022-03-24,0,,,,,,,
11,Prince Edward Island,2022-03-25,424575,273495,24000,116380,10200,500,0,2022-03-24,0,,,,,,,
61,Northwest Territories,2022-03-25,113510,14040,8000,91470,0,0,0,2022-03-24,0,,,,,,,
62,Nunavut,2022-03-25,102930,17550,14400,70980,0,0,0,2022-03-24,0,,,,,,,
24,Quebec,2022-03-25,22682919,13916433,1304000,6720276,742110,100,0,2022-03-24,0,,,,,,,
60,Yukon,2022-03-25,100880,8190,5000,87470,20,200,0,2022-03-24,0,,,,,,,
90,Federal allocation,2022-03-25,266746,14808,3130,248348,460,0,0,2022-03-24,0,,,,,,,
1,Canada,2022-03-26,96057874,59214894,4875530,28861140,3061910,44400,0,2022-03-24,0,,,,,,,
35,Ontario,2022-03-26,36377291,22264641,1614000,11320350,1168300,10000,0,2022-03-24,0,,,,,,,
59,British Columbia,2022-03-26,12303950,7532910,381800,3920040,456800,12400,0,2022-03-24,0,,,,,,,
48,Alberta,2022-03-26,10856429,7056075,788000,2683654,318700,10000,0,2022-03-24,0,,,,,,,
47,Saskatchewan,2022-03-26,2998705,2037915,185000,662190,108600,5000,0,2022-03-24,0,,,,,,,
12,Nova Scotia,2022-03-26,2458252,1577592,116200,701500,60960,2000,0,2022-03-24,0,,,,,,,
46,Manitoba,2022-03-26,3736858,2354340,252000,1034308,92960,3250,0,2022-03-24,0,,,,,,,
13,New Brunswick,2022-03-26,2151445,1328295,112000,648950,61500,700,0,2022-03-24,0,,,,,,,
10,Newfoundland and Labrador,2022-03-26,1483384,818610,68000,555224,41300,250,0,2022-03-24,0,,,,,,,
11,Prince Edward Island,2022-03-26,424575,273495,24000,116380,10200,500,0,2022-03-24,0,,,,,,,
61,Northwest Territories,2022-03-26,113510,14040,8000,91470,0,0,0,2022-03-24,0,,,,,,,
62,Nunavut,2022-03-26,102930,17550,14400,70980,0,0,0,2022-03-24,0,,,,,,,
24,Quebec,2022-03-26,22682919,13916433,1304000,6720276,742110,100,0,2022-03-24,0,,,,,,,
60,Yukon,2022-03-26,100880,8190,5000,87470,20,200,0,2022-03-24,0,,,,,,,
90,Federal allocation,2022-03-26,266746,14808,3130,248348,460,0,0,2022-03-24,0,,,,,,,
1,Canada,2022-03-27,96057874,59214894,4875530,28861140,3061910,44400,0,2022-03-24,0,,,,,,,
35,Ontario,2022-03-27,36377291,22264641,1614000,11320350,1168300,10000,0,2022-03-24,0,,,,,,,
59,British Columbia,2022-03-27,12303950,7532910,381800,3920040,456800,12400,0,2022-03-24,0,,,,,,,
48,Alberta,2022-03-27,10856429,7056075,788000,2683654,318700,10000,0,2022-03-24,0,,,,,,,
47,Saskatchewan,2022-03-27,2998705,2037915,185000,662190,108600,5000,0,2022-03-24,0,,,,,,,
12,Nova Scotia,2022-03-27,2458252,1577592,116200,701500,60960,2000,0,2022-03-24,0,,,,,,,
46,Manitoba,2022-03-27,3736858,2354340,252000,1034308,92960,3250,0,2022-03-24,0,,,,,,,
13,New Brunswick,2022-03-27,2151445,1328295,112000,648950,61500,700,0,2022-03-24,0,,,,,,,
10,Newfoundland and Labrador,2022-03-27,1483384,818610,68000,555224,41300,250,0,2022-03-24,0,,,,,,,
11,Prince Edward Island,2022-03-27,424575,273495,24000,116380,10200,500,0,2022-03-24,0,,,,,,,
61,Northwest Territories,2022-03-27,113510,14040,8000,91470,0,0,0,2022-03-24,0,,,,,,,
62,Nunavut,2022-03-27,102930,17550,14400,70980,0,0,0,2022-03-24,0,,,,,,,
24,Quebec,2022-03-27,22682919,13916433,1304000,6720276,742110,100,0,2022-03-24,0,,,,,,,
60,Yukon,2022-03-27,100880,8190,5000,87470,20,200,0,2022-03-24,0,,,,,,,
90,Federal allocation,2022-03-27,266746,14808,3130,248348,460,0,0,2022-03-24,0,,,,,,,
1,Canada,2022-03-28,96057874,59214894,4875530,28861140,3061910,44400,0,2022-03-24,0,,,,,,,
35,Ontario,2022-03-28,36377291,22264641,1614000,11320350,1168300,10000,0,2022-03-24,0,,,,,,,
59,British Columbia,2022-03-28,12303950,7532910,381800,3920040,456800,12400,0,2022-03-24,0,,,,,,,
48,Alberta,2022-03-28,10856429,7056075,788000,2683654,318700,10000,0,2022-03-24,0,,,,,,,
47,Saskatchewan,2022-03-28,2998705,2037915,185000,662190,108600,5000,0,2022-03-24,0,,,,,,,
12,Nova Scotia,2022-03-28,2458252,1577592,116200,701500,60960,2000,0,2022-03-24,0,,,,,,,
46,Manitoba,2022-03-28,3736858,2354340,252000,1034308,92960,3250,0,2022-03-24,0,,,,,,,
13,New Brunswick,2022-03-28,2151445,1328295,112000,648950,61500,700,0,2022-03-24,0,,,,,,,
10,Newfoundland and Labrador,2022-03-28,1483384,818610,68000,555224,41300,250,0,2022-03-24,0,,,,,,,
11,Prince Edward Island,2022-03-28,424575,273495,24000,116380,10200,500,0,2022-03-24,0,,,,,,,
61,Northwest Territories,2022-03-28,113510,14040,8000,91470,0,0,0,2022-03-24,0,,,,,,,
62,Nunavut,2022-03-28,102930,17550,14400,70980,0,0,0,2022-03-24,0,,,,,,,
24,Quebec,2022-03-28,22682919,13916433,1304000,6720276,742110,100,0,2022-03-24,0,,,,,,,
60,Yukon,2022-03-28,100880,8190,5000,87470,20,200,0,2022-03-24,0,,,,,,,
90,Federal allocation,2022-03-28,266746,14808,3130,248348,460,0,0,2022-03-24,0,,,,,,,
1,Canada,2022-03-29,96057874,59214894,4875530,28861140,3061910,44400,0,2022-03-24,0,,,,,,,
35,Ontario,2022-03-29,36377291,22264641,1614000,11320350,1168300,10000,0,2022-03-24,0,,,,,,,
59,British Columbia,2022-03-29,12303950,7532910,381800,3920040,456800,12400,0,2022-03-24,0,,,,,,,
48,Alberta,2022-03-29,10856429,7056075,788000,2683654,318700,10000,0,2022-03-24,0,,,,,,,
47,Saskatchewan,2022-03-29,2998705,2037915,185000,662190,108600,5000,0,2022-03-24,0,,,,,,,
12,Nova Scotia,2022-03-29,2458252,1577592,116200,701500,60960,2000,0,2022-03-24,0,,,,,,,
46,Manitoba,2022-03-29,3736858,2354340,252000,1034308,92960,3250,0,2022-03-24,0,,,,,,,
13,New Brunswick,2022-03-29,2151445,1328295,112000,648950,61500,700,0,2022-03-24,0,,,,,,,
10,Newfoundland and Labrador,2022-03-29,1483384,818610,68000,555224,41300,250,0,2022-03-24,0,,,,,,,
11,Prince Edward Island,2022-03-29,424575,273495,24000,116380,10200,500,0,2022-03-24,0,,,,,,,
61,Northwest Territories,2022-03-29,113510,14040,8000,91470,0,0,0,2022-03-24,0,,,,,,,
62,Nunavut,2022-03-29,102930,17550,14400,70980,0,0,0,2022-03-24,0,,,,,,,
24,Quebec,2022-03-29,22682919,13916433,1304000,6720276,742110,100,0,2022-03-24,0,,,,,,,
60,Yukon,2022-03-29,100880,8190,5000,87470,20,200,0,2022-03-24,0,,,,,,,
90,Federal allocation,2022-03-29,266746,14808,3130,248348,460,0,0,2022-03-24,0,,,,,,,
1,Canada,2022-03-30,96057874,59214894,4875530,28861140,3061910,44400,0,2022-03-24,0,,,,,,,
35,Ontario,2022-03-30,36377291,22264641,1614000,11320350,1168300,10000,0,2022-03-24,0,,,,,,,
59,British Columbia,2022-03-30,12303950,7532910,381800,3920040,456800,12400,0,2022-03-24,0,,,,,,,
48,Alberta,2022-03-30,10856429,7056075,788000,2683654,318700,10000,0,2022-03-24,0,,,,,,,
47,Saskatchewan,2022-03-30,2998705,2037915,185000,662190,108600,5000,0,2022-03-24,0,,,,,,,
12,Nova Scotia,2022-03-30,2458252,1577592,116200,701500,60960,2000,0,2022-03-24,0,,,,,,,
46,Manitoba,2022-03-30,3736858,2354340,252000,1034308,92960,3250,0,2022-03-24,0,,,,,,,
13,New Brunswick,2022-03-30,2151445,1328295,112000,648950,61500,700,0,2022-03-24,0,,,,,,,
10,Newfoundland and Labrador,2022-03-30,1483384,818610,68000,555224,41300,250,0,2022-03-24,0,,,,,,,
11,Prince Edward Island,2022-03-30,424575,273495,24000,116380,10200,500,0,2022-03-24,0,,,,,,,
61,Northwest Territories,2022-03-30,113510,14040,8000,91470,0,0,0,2022-03-24,0,,,,,,,
62,Nunavut,2022-03-30,102930,17550,14400,70980,0,0,0,2022-03-24,0,,,,,,,
24,Quebec,2022-03-30,22682919,13916433,1304000,6720276,742110,100,0,2022-03-24,0,,,,,,,
60,Yukon,2022-03-30,100880,8190,5000,87470,20,200,0,2022-03-24,0,,,,,,,
90,Federal allocation,2022-03-30,266746,14808,3130,248348,460,0,0,2022-03-24,0,,,,,,,
1,Canada,2022-03-31,96207360,59326050,4875530,28899470,3061910,44400,0,2022-03-31,1,149486,111156,,38330,,,
35,Ontario,2022-03-31,36377291,22264641,1614000,11320350,1168300,10000,0,2022-03-31,1,,,,,,,
59,British Columbia,2022-03-31,12303950,7532910,381800,3920040,456800,12400,0,2022-03-31,1,,,,,,,
48,Alberta,2022-03-31,11005179,7167225,788000,2721254,318700,10000,0,2022-03-31,1,148750,111150,,37600,,,
47,Saskatchewan,2022-03-31,2998735,2037915,185000,662220,108600,5000,0,2022-03-31,1,30,,,30,,,
12,Nova Scotia,2022-03-31,2458252,1577592,116200,701500,60960,2000,0,2022-03-31,1,,,,,,,
46,Manitoba,2022-03-31,3736858,2354340,252000,1034308,92960,3250,0,2022-03-31,1,,,,,,,
13,New Brunswick,2022-03-31,2151445,1328295,112000,648950,61500,700,0,2022-03-31,1,,,,,,,
10,Newfoundland and Labrador,2022-03-31,1483384,818610,68000,555224,41300,250,0,2022-03-31,1,,,,,,,
11,Prince Edward Island,2022-03-31,424575,273495,24000,116380,10200,500,0,2022-03-31,1,,,,,,,
61,Northwest Territories,2022-03-31,113510,14040,8000,91470,0,0,0,2022-03-31,1,,,,,,,
62,Nunavut,2022-03-31,103630,17550,14400,71680,0,0,0,2022-03-31,1,700,,,700,,,
24,Quebec,2022-03-31,22682919,13916433,1304000,6720276,742110,100,0,2022-03-31,1,,,,,,,
60,Yukon,2022-03-31,100880,8190,5000,87470,20,200,0,2022-03-31,1,,,,,,,
90,Federal allocation,2022-03-31,266752,14814,3130,248348,460,0,0,2022-03-31,1,6,6,,,,,
1,Canada,2022-04-01,96207360,59326050,4875530,28899470,3061910,44400,0,2022-03-31,0,,,,,,,
35,Ontario,2022-04-01,36377291,22264641,1614000,11320350,1168300,10000,0,2022-03-31,0,,,,,,,
59,British Columbia,2022-04-01,12303950,7532910,381800,3920040,456800,12400,0,2022-03-31,0,,,,,,,
48,Alberta,2022-04-01,11005179,7167225,788000,2721254,318700,10000,0,2022-03-31,0,,,,,,,
47,Saskatchewan,2022-04-01,2998735,2037915,185000,662220,108600,5000,0,2022-03-31,0,,,,,,,
12,Nova Scotia,2022-04-01,2458252,1577592,116200,701500,60960,2000,0,2022-03-31,0,,,,,,,
46,Manitoba,2022-04-01,3736858,2354340,252000,1034308,92960,3250,0,2022-03-31,0,,,,,,,
13,New Brunswick,2022-04-01,2151445,1328295,112000,648950,61500,700,0,2022-03-31,0,,,,,,,
10,Newfoundland and Labrador,2022-04-01,1483384,818610,68000,555224,41300,250,0,2022-03-31,0,,,,,,,
11,Prince Edward Island,2022-04-01,424575,273495,24000,116380,10200,500,0,2022-03-31,0,,,,,,,
61,Northwest Territories,2022-04-01,113510,14040,8000,91470,0,0,0,2022-03-31,0,,,,,,,
62,Nunavut,2022-04-01,103630,17550,14400,71680,0,0,0,2022-03-31,0,,,,,,,
24,Quebec,2022-04-01,22682919,13916433,1304000,6720276,742110,100,0,2022-03-31,0,,,,,,,
60,Yukon,2022-04-01,100880,8190,5000,87470,20,200,0,2022-03-31,0,,,,,,,
90,Federal allocation,2022-04-01,266752,14814,3130,248348,460,0,0,2022-03-31,0,,,,,,,
1,Canada,2022-04-02,96207360,59326050,4875530,28899470,3061910,44400,0,2022-03-31,0,,,,,,,
35,Ontario,2022-04-02,36377291,22264641,1614000,11320350,1168300,10000,0,2022-03-31,0,,,,,,,
59,British Columbia,2022-04-02,12303950,7532910,381800,3920040,456800,12400,0,2022-03-31,0,,,,,,,
48,Alberta,2022-04-02,11005179,7167225,788000,2721254,318700,10000,0,2022-03-31,0,,,,,,,
47,Saskatchewan,2022-04-02,2998735,2037915,185000,662220,108600,5000,0,2022-03-31,0,,,,,,,
12,Nova Scotia,2022-04-02,2458252,1577592,116200,701500,60960,2000,0,2022-03-31,0,,,,,,,
46,Manitoba,2022-04-02,3736858,2354340,252000,1034308,92960,3250,0,2022-03-31,0,,,,,,,
13,New Brunswick,2022-04-02,2151445,1328295,112000,648950,61500,700,0,2022-03-31,0,,,,,,,
10,Newfoundland and Labrador,2022-04-02,1483384,818610,68000,555224,41300,250,0,2022-03-31,0,,,,,,,
11,Prince Edward Island,2022-04-02,424575,273495,24000,116380,10200,500,0,2022-03-31,0,,,,,,,
61,Northwest Territories,2022-04-02,113510,14040,8000,91470,0,0,0,2022-03-31,0,,,,,,,
62,Nunavut,2022-04-02,103630,17550,14400,71680,0,0,0,2022-03-31,0,,,,,,,
24,Quebec,2022-04-02,22682919,13916433,1304000,6720276,742110,100,0,2022-03-31,0,,,,,,,
60,Yukon,2022-04-02,100880,8190,5000,87470,20,200,0,2022-03-31,0,,,,,,,
90,Federal allocation,2022-04-02,266752,14814,3130,248348,460,0,0,2022-03-31,0,,,,,,,
1,Canada,2022-04-03,96207360,59326050,4875530,28899470,3061910,44400,0,2022-03-31,0,,,,,,,
35,Ontario,2022-04-03,36377291,22264641,1614000,11320350,1168300,10000,0,2022-03-31,0,,,,,,,
59,British Columbia,2022-04-03,12303950,7532910,381800,3920040,456800,12400,0,2022-03-31,0,,,,,,,
48,Alberta,2022-04-03,11005179,7167225,788000,2721254,318700,10000,0,2022-03-31,0,,,,,,,
47,Saskatchewan,2022-04-03,2998735,2037915,185000,662220,108600,5000,0,2022-03-31,0,,,,,,,
12,Nova Scotia,2022-04-03,2458252,1577592,116200,701500,60960,2000,0,2022-03-31,0,,,,,,,
46,Manitoba,2022-04-03,3736858,2354340,252000,1034308,92960,3250,0,2022-03-31,0,,,,,,,
13,New Brunswick,2022-04-03,2151445,1328295,112000,648950,61500,700,0,2022-03-31,0,,,,,,,
10,Newfoundland and Labrador,2022-04-03,1483384,818610,68000,555224,41300,250,0,2022-03-31,0,,,,,,,
11,Prince Edward Island,2022-04-03,424575,273495,24000,116380,10200,500,0,2022-03-31,0,,,,,,,
61,Northwest Territories,2022-04-03,113510,14040,8000,91470,0,0,0,2022-03-31,0,,,,,,,
62,Nunavut,2022-04-03,103630,17550,14400,71680,0,0,0,2022-03-31,0,,,,,,,
