date,COVID_HOSP,reporting_week,reporting_year,numcases_total,numcases_weekly,ratecases_total,numdeaths_total,numdeaths_weekly,ratedeaths_total,ratecases_last7,ratedeaths_last7,numcases_last14,numdeaths_last14,ratecases_last14,ratedeaths_last14,avgcases_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7,numtotal_all_distributed,numtotal_pfizerbiontech_distributed,numtotal_pfizerbiontech_5_11_distributed,numtotal_moderna_distributed,numtotal_astrazeneca_distributed,numtotal_janssen_distributed,numtotal_novavax_distributed,as_of_date
2022-04-24,7018,17,2022,3755705,51844,9819.84,39401,482,103.02,135.55,1.26,116290.0,1002.0,304.06,2.62,7406.29,19.36,68.86,0.18,96573338,59486508,4899830,29004990,3062010,44400,75600,2022-04-21
2022-04-25,7122,17,2022,3755705,51844,9819.84,39401,482,103.02,135.55,1.26,116290.0,1002.0,304.06,2.62,7406.29,19.36,68.86,0.18,96573338,59486508,4899830,29004990,3062010,44400,75600,2022-04-21
2022-04-26,7050,17,2022,3755705,51844,9819.84,39401,482,103.02,135.55,1.26,116290.0,1002.0,304.06,2.62,7406.29,19.36,68.86,0.18,96573338,59486508,4899830,29004990,3062010,44400,75600,2022-04-21
2022-04-27,7063,17,2022,3755705,51844,9819.84,39401,482,103.02,135.55,1.26,116290.0,1002.0,304.06,2.62,7406.29,19.36,68.86,0.18,96573338,59486508,4899830,29004990,3062010,44400,75600,2022-04-21
2022-04-28,7032,17,2022,3755705,51844,9819.84,39401,482,103.02,135.55,1.26,116290.0,1002.0,304.06,2.62,7406.29,19.36,68.86,0.18,96582918,59491188,4904630,29004990,3062010,44400,75700,2022-04-28
2022-04-29,6878,17,2022,3755705,51844,9819.84,39401,482,103.02,135.55,1.26,116290.0,1002.0,304.06,2.62,7406.29,19.36,68.86,0.18,96582918,59491188,4904630,29004990,3062010,44400,75700,2022-04-28
2022-04-30,6799,17,2022,3755705,51844,9819.84,39401,482,103.02,135.55,1.26,116290.0,1002.0,304.06,2.62,7406.29,19.36,68.86,0.18,96582918,59491188,4904630,29004990,3062010,44400,75700,2022-04-28
2022-05-01,6889,18,2022,3795055,39350,9922.72,39906,505,104.34,102.89,1.32,91194.0,987.0,238.44,2.58,5621.43,14.7,72.14,0.19,96582918,59491188,4904630,29004990,3062010,44400,75700,2022-04-28
2022-05-02,6959,18,2022,3795055,39350,9922.72,39906,505,104.34,102.89,1.32,91194.0,987.0,238.44,2.58,5621.43,14.7,72.14,0.19,96582918,59491188,4904630,29004990,3062010,44400,75700,2022-04-28
2022-05-03,6910,18,2022,3795055,39350,9922.72,39906,505,104.34,102.89,1.32,91194.0,987.0,238.44,2.58,5621.43,14.7,72.14,0.19,96582918,59491188,4904630,29004990,3062010,44400,75700,2022-04-28
2022-05-04,6930,18,2022,3795055,39350,9922.72,39906,505,104.34,102.89,1.32,91194.0,987.0,238.44,2.58,5621.43,14.7,72.14,0.19,96582918,59491188,4904630,29004990,3062010,44400,75700,2022-04-28
2022-05-05,6697,18,2022,3795055,39350,9922.72,39906,505,104.34,102.89,1.32,91194.0,987.0,238.44,2.58,5621.43,14.7,72.14,0.19,96899468,59719338,4912830,29085190,3062010,44400,75700,2022-05-05
2022-05-06,6545,18,2022,3795055,39350,9922.72,39906,505,104.34,102.89,1.32,91194.0,987.0,238.44,2.58,5621.43,14.7,72.14,0.19,96899468,59719338,4912830,29085190,3062010,44400,75700,2022-05-05
2022-05-07,6354,18,2022,3795055,39350,9922.72,39906,505,104.34,102.89,1.32,91194.0,987.0,238.44,2.58,5621.43,14.7,72.14,0.19,96899468,59719338,4912830,29085190,3062010,44400,75700,2022-05-05
2022-05-08,6447,19,2022,3825522,30467,10002.38,40432,526,105.72,79.66,1.38,69817.0,1031.0,182.55,2.7,4352.43,11.38,75.14,0.2,96899468,59719338,4912830,29085190,3062010,44400,75700,2022-05-05
2022-05-09,6441,19,2022,3825522,30467,10002.38,40432,526,105.72,79.66,1.38,69817.0,1031.0,182.55,2.7,4352.43,11.38,75.14,0.2,96899468,59719338,4912830,29085190,3062010,44400,75700,2022-05-05
2022-05-10,6278,19,2022,3825522,30467,10002.38,40432,526,105.72,79.66,1.38,69817.0,1031.0,182.55,2.7,4352.43,11.38,75.14,0.2,96899468,59719338,4912830,29085190,3062010,44400,75700,2022-05-05
2022-05-11,6294,19,2022,3825522,30467,10002.38,40432,526,105.72,79.66,1.38,69817.0,1031.0,182.55,2.7,4352.43,11.38,75.14,0.2,96899468,59719338,4912830,29085190,3062010,44400,75700,2022-05-05
2022-05-12,6048,19,2022,3825522,30467,10002.38,40432,526,105.72,79.66,1.38,69817.0,1031.0,182.55,2.7,4352.43,11.38,75.14,0.2,96969798,59755668,4915130,29104990,3062010,44400,87600,2022-05-12
2022-05-13,5787,19,2022,3825522,30467,10002.38,40432,526,105.72,79.66,1.38,69817.0,1031.0,182.55,2.7,4352.43,11.38,75.14,0.2,96969798,59755668,4915130,29104990,3062010,44400,87600,2022-05-12
2022-05-14,5687,19,2022,3825522,30467,10002.38,40432,526,105.72,79.66,1.38,69817.0,1031.0,182.55,2.7,4352.43,11.38,75.14,0.2,96969798,59755668,4915130,29104990,3062010,44400,87600,2022-05-12
2022-05-15,5763,20,2022,3848158,22636,10061.57,40725,293,106.48,59.19,0.77,53103.0,819.0,138.85,2.14,3233.73,8.46,41.87,0.11,96969798,59755668,4915130,29104990,3062010,44400,87600,2022-05-12
2022-05-19,5337,20,2022,3848158,22636,10061.57,40725,293,106.48,59.19,0.77,53103.0,819.0,138.85,2.14,3233.73,8.46,41.87,0.11,97286308,59983878,4923130,29183590,3062010,44400,89300,2022-05-19
2022-05-26,4616,21,2022,3865867,17709,10107.87,40987,262,107.17,46.3,0.69,40345.0,555.0,105.49,1.45,2529.84,6.61,37.45,0.1,97515288,60187458,4926330,29205590,3062010,44500,89400,2022-05-26
2022-06-02,3910,22,2022,3882152,16285,10150.45,41190,202,107.7,42.58,0.53,33994.0,464.0,88.88,1.21,2326.49,6.08,28.9,0.08,97702298,60272868,4926630,29299390,3062010,51900,89500,2022-06-02
2022-06-09,3427,23,2022,3897879,15726,10191.57,41363,174,108.15,41.12,0.45,32012.0,376.0,83.7,0.98,2246.64,5.87,24.8,0.06,97765858,60308028,4946630,29307790,3062010,51900,89500,2022-06-09
