Date,BEDCAP_ICU,VENTCAP_ICU,BEDCAP_OTHER,VENTCAP_OTHER,COVID_NEWICU,COVID_ICU,COVID_NEWOTHER,COVID_OTHER,COVID_VENT,VENTCAP_TOTAL,NONCOVID_ICU,NONCOVID_OTHER,NONCOVID_VENT,COVID_HOSP
2022-02-17,5370,3334,58980,960,26,760,393,5799,398,4294,2158,36518,749,6559
2022-02-18,5370,3334,58884,960,15,730,350,5619,388,4294,2164,36500,616,6349
2022-02-19,5370,3334,58933,960,24,694,353,5511,373,4294,2093,33209,586,6205
2022-02-20,5370,3334,59022,960,19,680,292,5553,373,4294,2081,33561,593,6233
2022-02-21,5370,3334,58926,960,18,671,281,5504,361,4294,2108,33412,564,6175
2022-02-22,5370,3334,58500,960,9,659,340,5380,346,4294,2184,36135,751,6039
2022-02-23,5370,3334,58482,960,16,651,376,5300,346,4294,2220,36279,754,5951
2022-02-24,5370,3334,58542,960,37,627,308,5004,325,4294,2234,36573,758,5631
2022-02-25,5370,3324,59110,960,14,593,313,4830,312,4284,2176,37182,749,5423
2022-02-26,5370,3324,58858,960,13,581,300,4683,321,4284,2095,33821,594,5264
2022-02-27,5370,3324,58723,960,12,566,211,4669,302,4284,2103,33513,560,5235
2022-02-28,5370,3324,59195,960,15,570,247,4566,291,4284,2212,37156,740,5136
2022-03-01,5370,3324,59277,960,13,558,312,4429,293,4284,2125,35948,771,4987
2022-03-02,5370,3324,59277,960,14,547,341,4412,291,4284,2140,35998,792,4959
2022-03-03,5370,3324,58999,960,11,540,297,4324,261,4284,2265,37348,782,4864
2022-03-04,5370,3326,58902,961,16,513,251,4207,249,4287,2255,36878,801,4720
2022-03-05,5370,3326,58139,961,14,506,242,4108,236,4287,2154,33453,758,4614
2022-03-06,5370,3326,58487,961,16,508,229,4144,239,4287,2136,33492,766,4652
2022-03-07,5370,3326,59114,961,10,505,246,4143,245,4287,2248,36998,825,4648
2022-03-08,5370,3326,58268,961,12,492,268,4026,234,4287,2307,36668,843,4518
2022-03-09,5370,3326,58268,961,8,489,265,4060,230,4287,2317,36738,851,4549
2022-03-10,5370,3326,59256,961,8,467,249,3902,224,4287,2305,37683,827,4369
2022-03-11,5370,3322,57487,962,8,448,231,3810,216,4284,2276,35800,857,4258
2022-03-12,5370,3322,58580,962,10,440,217,3713,207,4284,2227,33756,693,4153
2022-03-13,5370,3322,58671,962,2,432,187,3722,194,4284,2205,33937,663,4154
2022-03-14,5363,3315,58315,962,15,435,246,3742,202,4277,2303,36476,789,4177
2022-03-15,5363,3315,59063,962,10,409,257,3722,191,4277,2324,37489,840,4131
2022-03-16,5363,3315,59061,962,7,404,257,3639,182,4277,2319,37329,823,4043
2022-03-17,5363,3315,59053,962,7,374,249,3565,176,4277,2399,37886,777,3939
2022-03-18,5363,3316,58479,961,10,358,260,3537,162,4277,2368,36917,798,3895
2022-03-19,5363,3316,57134,961,10,354,229,3521,166,4277,2303,33009,617,3875
2022-03-20,5363,3316,57010,961,8,363,222,3581,162,4277,2207,32803,613,3944
2022-03-21,5363,3316,57568,961,14,362,262,3623,170,4277,2254,36039,780,3985
2022-03-22,5363,3316,59137,961,13,365,309,3634,173,4277,2301,38031,788,3999
2022-03-23,5363,3316,59137,961,11,365,344,3642,169,4277,2307,38066,791,4007
2022-03-24,5365,3316,58818,961,13,368,290,3691,168,4277,2257,35258,782,4059
2022-03-25,5365,3314,58994,963,15,357,341,3665,169,4277,2273,35766,754,4022
2022-03-26,5365,3314,58083,963,16,358,321,3787,164,4277,2227,33169,632,4145
2022-03-27,5365,3314,57685,963,10,362,280,3869,163,4277,2230,32609,614,4231
2022-03-28,5365,3314,59035,963,17,374,344,3871,155,4277,2249,34930,792,4245
2022-03-29,5365,3314,58819,963,14,364,346,3996,166,4277,2367,37109,809,4360
2022-03-30,5365,3314,58817,963,15,354,357,4019,166,4277,2377,37112,830,4373
2022-03-31,5358,3307,59069,963,22,341,450,4184,156,4270,2404,35401,823,4525
2022-04-01,5358,3307,58481,959,16,339,425,4252,155,4266,2400,34279,812,4591
2022-04-02,5358,3307,58778,959,24,347,415,4346,154,4266,2355,33835,657,4693
2022-04-03,5358,3307,58871,959,15,345,414,4595,159,4266,2244,33658,637,4940
2022-04-04,5358,3307,58120,959,17,365,443,4745,173,4266,2301,35563,811,5110
2022-04-05,5358,3307,58817,959,19,358,493,4887,171,4266,2380,36874,817,5245
2022-04-06,5358,3307,58817,959,16,360,486,4886,172,4266,2379,36889,818,5246
2022-04-07,5183,3132,58961,959,19,373,559,5152,172,4091,2313,34837,824,5525
2022-04-08,5183,3132,58356,959,17,379,545,5134,178,4091,2291,34413,818,5513
2022-04-09,5183,3132,58352,959,14,389,450,5296,179,4091,2254,32947,674,5685
2022-04-10,5183,3132,58456,959,10,390,424,5517,169,4091,2221,32935,668,5907
2022-04-11,5183,3132,58133,959,20,401,534,5618,173,4091,2279,35088,818,6019
2022-04-12,5183,3132,57827,959,34,416,563,5820,183,4091,2298,35228,842,6236
2022-04-13,5183,3132,57827,959,27,420,538,5820,184,4091,2310,35181,847,6240
2022-04-14,5183,3132,58133,959,19,418,650,6087,184,4091,2248,33437,814,6505
2022-04-15,5183,3132,58338,959,28,443,566,6116,193,4091,2232,32937,657,6559
2022-04-16,5183,3132,57456,959,18,451,508,6158,185,4091,2197,31966,643,6609
2022-04-17,5183,3132,58058,959,16,444,457,6352,191,4091,2183,32032,650,6796
2022-04-18,5183,3132,58149,959,25,458,523,6546,194,4091,2211,32423,672,7004
2022-04-19,5183,3144,58830,957,22,454,554,6587,193,4101,2316,35966,831,7041
2022-04-20,5183,3144,58830,957,25,450,562,6550,189,4101,2316,35904,832,7000
2022-04-21,5183,3144,58835,957,15,423,537,6501,175,4101,2424,34405,839,6924
2022-04-22,5183,3142,58854,958,20,428,613,6462,173,4100,2402,34286,826,6890
2022-04-23,5181,3140,58447,960,26,450,516,6467,183,4100,2385,32727,653,6917
2022-04-24,5181,3140,58605,960,9,449,409,6569,187,4100,2228,32571,642,7018
2022-04-25,5181,3140,58481,960,25,449,515,6673,188,4100,2298,35236,814,7122
2022-04-26,5179,3138,58413,960,19,442,555,6608,185,4098,2296,33866,767,7050
2022-04-27,5181,3140,58410,958,22,449,560,6614,190,4098,2292,33868,770,7063
2022-04-28,5356,3315,58993,958,27,434,532,6598,183,4273,2409,34715,839,7032
2022-04-29,5356,3320,58909,961,24,407,530,6471,172,4281,2245,34387,818,6878
2022-04-30,5356,3320,58133,961,17,396,466,6403,171,4281,2241,32532,678,6799
2022-05-01,5356,3320,58203,961,21,428,355,6461,175,4281,2219,32272,666,6889
2022-05-02,5356,3320,58512,961,11,412,398,6547,172,4281,2318,35177,841,6959
2022-05-03,5356,3320,59037,961,11,405,481,6505,178,4281,2354,36471,816,6910
2022-05-04,5356,3320,59032,961,15,411,512,6519,178,4281,2352,34663,719,6930
2022-05-05,5175,3320,57962,961,14,394,450,6303,166,4281,2451,35502,828,6697
2022-05-06,5176,3351,58440,974,18,383,444,6162,155,4325,2467,35597,850,6545
2022-05-07,5176,3351,57908,974,18,371,379,5983,151,4325,2431,34420,719,6354
2022-05-08,5176,3351,57942,974,13,361,325,6086,149,4325,2290,33878,727,6447
2022-05-09,5176,3351,58841,974,16,352,358,6089,145,4325,2323,35885,868,6441
2022-05-10,5176,3351,58035,974,13,338,426,5940,148,4325,2369,35782,888,6278
2022-05-11,5176,3351,58035,974,16,343,448,5951,145,4325,2368,35804,886,6294
2022-05-12,5176,3351,58679,974,19,330,362,5718,141,4325,2418,34279,854,6048
2022-05-13,5176,3357,58807,977,13,315,383,5472,126,4334,2400,34331,854,5787
2022-05-14,5176,3357,58382,977,14,312,339,5375,128,4334,2311,32888,718,5687
2022-05-15,5176,3357,58352,977,10,324,272,5439,133,4334,2224,32893,701,5763
2022-05-16,5176,3357,58852,977,11,326,354,5402,138,4334,2271,34140,828,5728
2022-05-17,5176,3357,57684,977,15,322,377,5318,141,4334,2325,33669,857,5640
2022-05-18,5176,3357,57684,977,17,319,364,5289,140,4334,2322,33735,862,5608
2022-05-19,5176,3357,58421,977,14,319,318,5018,148,4334,2368,36628,856,5337
2022-05-20,5176,3351,58831,977,12,311,293,4585,153,4328,2356,36875,869,4896
2022-05-21,5176,3351,58653,977,18,302,263,4669,152,4328,2340,35253,708,4971
2022-05-22,5176,3351,58550,977,14,296,214,4648,146,4328,2330,34468,739,4944
2022-05-23,5176,3351,57928,977,9,292,235,4672,138,4328,2325,34654,707,4964
2022-05-24,5176,3351,58253,977,10,297,256,4598,143,4328,2404,36082,867,4895
2022-05-25,5176,3351,58253,977,7,295,284,4580,143,4328,2434,36215,847,4875
2022-05-26,5171,3350,59063,977,8,272,256,4344,123,4327,2428,32847,854,4616
2022-05-27,5171,3350,58730,975,5,250,261,4176,118,4325,2370,32480,831,4426
2022-05-28,5171,3350,58473,975,11,243,231,4057,113,4325,2394,31528,712,4300
2022-05-29,5171,3350,58122,975,10,244,208,4113,111,4325,2400,30884,716,4357
2022-05-30,5171,3350,58580,975,12,241,236,4057,112,4325,2428,32127,824,4298
2022-05-31,5171,3350,58601,975,9,228,262,3848,106,4325,2487,32761,890,4076
2022-06-01,5171,3350,58601,975,7,226,251,3815,109,4325,2492,32859,892,4041
2022-06-02,5171,3350,59019,975,6,215,266,3695,98,4325,2453,37788,828,3910
2022-06-03,5171,3345,57835,980,11,197,223,3560,86,4325,2302,36153,796,3757
2022-06-04,5171,3345,57082,980,4,190,144,3482,86,4325,2372,34841,687,3672
2022-06-05,5171,3345,57281,980,5,195,121,3446,93,4325,2352,34625,700,3641
2022-06-06,5171,3345,58852,980,11,193,249,3435,97,4325,2370,36946,731,3628
2022-06-07,5171,3345,58682,980,6,184,264,3362,95,4325,2405,37356,843,3546
2022-06-08,5171,3345,58683,980,10,186,256,3344,92,4325,2411,37480,844,3530
2022-06-09,5171,3345,59279,980,13,174,223,3253,86,4325,2445,38126,843,3427
2022-06-10,5171,3343,58834,981,10,172,257,3195,87,4324,2347,37432,837,3367
2022-06-11,5171,3343,58644,981,8,168,139,3188,84,4324,2351,36751,660,3356
2022-06-12,5171,3343,58887,981,11,164,127,3189,89,4324,2362,36534,676,3353
2022-06-13,5171,3343,58806,981,12,175,265,3175,86,4324,2368,37159,782,3350
